Country name,Year,GDP,biofuel_share_energy,coal_consumption,electricity_demand,energy_per_capita,fossil_fuel_consumption,greenhouse_gas_emissions,nuclear_consumption,oil_consumption,renewables_consumption,PopDensity,Death rate,Child mortality rate,Fertility rate: children per woman,Age Median,Population,Pop<15,Pop100+,Life ExpectancyM,Life ExpectancyF,Birth rate
Brazil,2019,,7.486,179.512,643.63,16681.945,1838.441,77.22,40.797,1301.595,1653.713,25.3385,6.572,1.49796,1.7026,32,211782880,44781760,1937,72.2,78.5,13.633
Aruba,1998,,,,,43778.629,,,,,,468.6389,6.339,2.15691,1.9574,32.2,84365,20227,0,70.5,76.4,15.078
Myanmar,1990,49171472384,,,,626.523,,,0,,,61.3809,11.489,11.57361,3.5427,20.5,40099556,14565945,18,54.3,59.2,27.478
Syria,1999,1.27372E+11,,,,14200.536,,,0,,,86.556,4.509,2.40532,4.0816,17.5,15901207,6608263,25,68.4,72.7,30.992
Malaysia,1997,2.7968E+11,0,18.851,,24257.473,503.112,,0,281.968,12.34,64.6756,4.627,1.23982,3.2129,22.3,21249178,7354359,369,70.1,74.6,25.87
Singapore,2010,3.01276E+11,,0.091,43.05,149763.219,771.432,23.77,0,687.981,,7560.16,4.017,0.28311,1.1606,36.8,5163585,735859,472,79.3,84,9.118
Belize,2000,,,,0.18,10038.552,,0.06,,,,10.5395,5.858,2.41889,3.6339,18.6,240420,95991,2,66.3,71.1,30.388
Nepal,2009,54837735424,,,3.65,818.675,,0.08,,,,183.6306,6.897,4.84964,2.6036,19.9,27026952,9949377,26,65,68.6,23
Argentina,2003,5.04301E+11,,5.594,93.18,18326.521,579.387,24.47,21.056,237.502,101.063,13.7109,7.864,1.92287,2.4514,27.3,38278164,10524280,1757,70.8,77.3,18.453
Sierra Leone,2016,9744760832,,,0.22,591.517,,0.05,,,,104.4593,10.046,12.02166,4.4662,17.9,7493918,3103419,11,57.2,59.6,34.011
Libya,1985,22390671360,,,,33567.043,,,0,,,2.198,5.521,5.57885,6.2356,16.9,3684318,1589243,6,65,70,34.357
Myanmar,1959,19875870720,,,,,,,,,,32.5308,21.229,25.5158,5.9859,20,21252048,8414739,15,41.7,45,42.736
Democratic Republic of Congo,1984,30141794304,,,,938.313,,,,,,13.1801,18.274,19.98495,6.5988,16.6,29879850,13284221,21,45.6,47.3,46.156
Cameroon,1970,10527337472,,,,,,,,,,13.8457,18.599,21.17755,6.1983,18,6452787,2741164,9,46.4,48.8,45.078
Bulgaria,1984,91505852416,,112.299,,37971.812,293.673,,36.136,132.179,9.64,82.4707,12.052,2.03135,2.0059,34.1,8939492,1958915,353,68.4,74.5,13.654
Georgia,1996,19998451712,,,,9773.224,,,,,,68.5174,10.652,4.4106,1.7924,31.4,4761277,1177276,81,64.3,73.4,13.553
High-income countries,1956,,,,,,,,,,,21.0372,10.248,6.03001,2.9794,28,738781100,210443980,7032,64,69.1,22.046
Niue,2014,,,,0,15776.486,,0,,,,7.05,12.222,2.99457,2.7104,34.7,1858,498,0,68.4,71.4,15.153
Hungary,1972,88401747968,,101.1,,21999.264,227.953,,0,85.993,0.325,114.6208,11.467,3.67015,1.9262,33.3,10376619,2086352,43,66.8,72.6,14.679
Myanmar,1995,60452843520,,,,804.471,,,0,,,65.6373,10.737,10.24307,3.1095,21.6,42880188,14705014,9,55.6,61.1,24.984
Malta,1991,5061075456,,,1.42,23163.854,,,,,,1170.379,7.758,1.46958,2.0009,32.6,368676,84611,4,73.2,77.7,14.3
Panama,1986,16762535936,,,,22220.428,,,,,,30.2919,5.416,3.96644,3.3523,19.5,2246965,848866,43,68.1,73.9,28.665
Brazil,2007,2.4051E+12,3.836,157.872,476,14770.351,1559.18,37.37,33.51,1183.292,1225.19,22.8256,6.119,2.18355,1.8812,26.9,190779460,49942932,910,69,75.9,16.372
Namibia,1994,9059104768,,,,3863.084,,,,,,1.893,9.089,6.9621,4.6708,17.5,1558459,657352,10,57.2,62.4,36.33
Zimbabwe,1963,6336239616,,,,,,,,,,10.7999,13.235,13.85009,7.2534,14.8,4177936,2026699,6,52.6,56.5,46.611
Azerbaijan,1989,59803709440,,1.07,,34025.863,247.987,,0,95.701,2.065,88.907,9.536,9.54397,3.0559,22.3,7348876,2516648,8,58.9,66,29.566
Bolivia,1996,29832024064,,,,4448.006,,,0,,,7.375,10.525,10.5213,4.3362,19.1,7989373,3155193,167,58.3,61.9,31.875
Mongolia,2006,14288905216,,,3.65,18611.67,,2.8,0,,,1.6573,6.875,3.73463,2.1304,23.1,2581245,750270,18,61.2,70.4,19.841
Haiti,1993,10302867456,,,,463.112,,,,,,266.4565,12.881,13.26087,5.0989,17.7,7345942,3093435,1,53,55.7,35.561
India,2005,3.70937E+12,0.181,2456.113,706.07,3987.057,4237.514,450.64,48.709,1438.144,317.387,388.3501,7.876,7.42949,2.9584,22.6,1154638700,382384800,12513,63.7,66.4,23.94
Grenada,1981,,,,,2510.594,,,,,,280.0632,8.108,3.59894,3.2042,18.6,95239,36453,2,65.8,70.8,25.424
Chile,2014,3.77994E+11,,88.558,69.95,23154.375,326.022,33.08,0,193.475,83.512,23.4903,6.12,0.83413,1.7745,33,17687108,3574549,1210,76.7,82.1,13.545
Canada,1989,8.33919E+11,,332.718,,114790.242,2032.37,,225.063,1041.871,869.959,2.996,7.03,0.8792,1.7585,31.5,27244408,5653839,2489,73.9,80.4,15.23
Spain,1966,2.55754E+11,,104.368,,11761.427,,,0,196.833,80.602,64.6203,8.471,3.98649,2.8684,29.4,32462272,8977276,509,68.5,73.7,20.175
Albania,1976,8996929536,,,,,,,,,,99.0423,6.937,7.20283,4.3401,18.6,2713564,1056081,94,66.5,70.9,29.357
Ukraine,1964,,,,,,,,,,,77.5761,7.624,3.64613,1.9681,28.9,44941410,12034725,1764,67,73.6,16.216
Japan,1986,3.03633E+12,,793.076,,36868.168,3735.453,,469.239,2534.759,282.544,322.9898,6.485,0.70936,1.6807,35,121710300,25027180,3333,75.3,81,11.169
Barbados,1991,3234507008,,,,21444.262,,,,,,603.2605,9.762,1.73392,1.7325,28.6,259414,61740,4,70.2,75.3,15.429
Zambia,1980,8276076032,,,,6819.864,,,,,,7.6951,13.52,15.61645,7.154,14,5720442,2853899,15,52.4,55.8,47.614
Cape Verde,1981,434100000,,,,3720.501,,,,,,79.8098,10.186,8.79256,6.2727,15.3,321638,150022,0,61,62.1,42.001
Cape Verde,2005,2194575616,,,0.23,5685.298,,0.15,,,,122.2897,5.151,2.80435,2.933,19.4,492841,182624,0,68.8,76.2,25.004
British Virgin Islands,2014,,,,0.19,25639.906,,0.13,,,,188.1234,5.553,1.95932,1.2372,34.7,29000,5713,0,73,78.5,9.643
Saint Pierre and Miquelon,1997,,,,,29139.783,,,,,,27.7978,9.089,1.20082,2.1489,33.8,6415,1336,0,70,79.5,16.059
Bulgaria,1987,91271725056,,120.37,,39059.801,303.505,,35.287,123.712,7.502,81.7904,12.974,1.8377,1.9649,34.8,8865756,1880928,282,68.3,74.6,13.172
Latvia,2004,34792599552,0,0.782,6.79,20126.611,36.334,0.82,0,18.99,9.222,36.374,14.637,1.1395,1.2988,38.5,2263453,344345,148,65.4,76.3,9.117
Cook Islands,2014,,,,0.03,25269.025,,0.02,,,,74.2333,7.255,0.93106,2.4678,30,17842,4748,0,70.6,78.2,17.794
Aruba,2021,,,,0.93,46090.324,,0.55,,,,591.8694,11.235,1.48334,1.1803,41.2,106543,17895,1,71.8,77.3,7.193
Canada,1961,2.6238E+11,,,,,,,,,,2.0095,7.697,3.14198,3.8391,25.3,18273690,6192534,294,68.4,74.5,25.642
Syria,2001,1.25803E+11,,,25.32,12865.062,,13.38,0,,,91.0563,4.157,2.21623,4.0073,18,16727949,6765390,27,69.5,74,30.99
Eswatini,1979,1758990080,,,,,,,,,,33.352,11.327,11.91274,6.5843,14.3,579100,285484,0,55.4,59,48.87
Switzerland,2005,3.73064E+11,,1.678,64.15,45606.344,182.344,2.45,63.689,148.302,92.75,185.748,8.238,0.50058,1.4184,39.2,7428437,1199597,933,78.6,83.7,9.762
Kazakhstan,2000,1.42758E+11,,207.464,54.66,24267.602,347.478,34.2,0,92.215,22.269,5.6437,10.442,4.2527,1.9467,26.7,15236256,4259249,79,58.7,70,15.889
Armenia,2018,33296515072,,,5.96,15133.982,,1.62,,,,99.6542,9.75,1.21115,1.5716,33.3,2836563,573502,68,70,79.6,13.307
Japan,2018,4.86701E+12,0.102,1386.597,1053.18,41694.16,4643.376,541.61,124.672,2099.697,496.084,335.0526,11.835,0.25477,1.3338,47.1,126255870,15454490,114683,81.2,87.3,7.016
United States Virgin Islands,2019,,,,0.62,98710.719,,0.43,,,,288.0757,13.126,0.67954,2.1625,42.4,100837,19440,6,69.8,81.1,11.994
Comoros,1984,436832000,,,,524.038,,,,,,196.4882,15.137,15.07796,7.0107,15.9,365671,168538,0,51.6,54.5,44.878
Uganda,1993,18599690240,,,,354.102,,,,,,97.4088,17.746,17.02507,6.9322,14.6,19462960,9483988,18,44.1,48.4,51.152
Trinidad and Tobago,2016,35605774336,,0,8.86,134233.719,197.219,4.35,0,27.775,0.015,286.419,7.134,1.88017,1.6779,33.2,1469334,298432,90,70.9,77.7,13.292
Jamaica,2011,19220332544,,,4.02,12652.353,,2.57,,,,253.5706,5.871,1.75363,1.7279,25.9,2746169,709826,21,71.2,75,15.264
Nigeria,1982,1.41848E+11,,,,1962.031,,,0,,,84.9699,18.896,20.83903,6.7985,16.8,77388070,34353684,40,45.4,47.6,46.705
Curacao,2013,,,,,,,,0,,,391.8302,8.482,1.20886,2.1015,37.7,166148,35452,2,72.2,79.4,13.19
Indonesia,2018,3.07546E+12,1.635,655.729,285.29,8026.891,1975.415,175.78,0,874.4,168.301,139.7574,7.496,2.48741,2.2341,28.8,267066850,69982900,1399,68.3,72.4,17.179
Finland,1983,1.06555E+11,,39.751,,53826.316,171.277,,49.931,125.006,40.158,16.0584,9.339,0.76374,1.733,33,4855738,951219,78,70.3,78.4,13.743
Trinidad and Tobago,1998,21393889280,,0,,77341.914,102.234,,0,11.79,,257.8114,6.757,2.80269,1.7969,25.5,1322582,367112,28,66.5,71.9,15.211
Vanuatu,2005,,,,0.04,1761.544,,0.03,,,,17.8534,5.751,2.83168,4.1582,18.1,217642,88819,8,67.3,71.9,31.853
Guinea,2020,,,,3.2,1356.659,,0.56,,,,53.7406,9.847,9.56941,4.4889,17.6,13205157,5560605,19,58.1,60.4,34.944
United States Virgin Islands,2020,,,,0.64,92570.039,,0.44,,,,286.9786,13.689,0.66414,2.1497,42.6,100452,19351,7,69.7,81,11.705
Netherlands,1982,3.25991E+11,,59.444,,53468.617,752.512,,11.058,373.068,0.846,424.5949,8.206,1.02062,1.4966,31.1,14296533,3028455,486,72.7,79.4,12.029
South Korea,1954,29181575168,,,,,,,,,,216.6185,17.442,19.38636,6.0737,17.4,21432886,8952727,108,44.9,49,42.491
Haiti,2002,12820096000,,,0.53,961.624,,0.2,,,,314.177,10.023,9.741301,4.1252,18.6,8661546,3426651,2,57,60.7,30.333
Samoa,1986,,,,,2869.454,,,,,,58.7864,6.198,3.43186,5.2862,16.9,166369,70095,0,63.8,70.2,34.129
Tanzania,2008,78843625472,,,4.31,781.391,,1.04,,,,48.3978,9.825,7.95189,5.4249,16.4,42870890,19250632,237,56.7,59.4,40.668
Lithuania,2007,65020497920,0.629,2.902,11.86,29979.059,69.145,1.61,26.68,32.608,2.279,52.2575,14.356,0.8521301,1.3648,38.6,3272416,514048,433,65.5,77.8,9.365
Kenya,1992,43098116096,,,,1463.556,,,,,,42.4566,9.803,10.70043,5.7458,14.5,24655724,12017115,4,55.1,59.4,41.712
Chile,1988,1.16634E+11,,18.608,,10350.882,95.539,,0,67.068,38.178,17.1569,5.459,2.26825,2.5913,24.2,12918395,3920686,0,69.5,75.5,22.473
Italy,1980,1.18316E+12,,146.003,,30601.963,1572.048,,6.265,1163.881,145.479,190.3184,9.867,1.64313,1.6398,33.1,56329480,12520802,964,70.7,77.4,11.304
Chad,2017,30510266368,,,0.3,446.255,,0.2,0,,,11.9805,13.043,12.12306,6.5371,14.8,15085893,7275309,24,50.9,53.8,44.811
Mongolia,1980,2677789952,,,,25680.953,,,,,,1.0901,13.37,15.33294,6.2598,16.6,1697787,740965,4,53.4,58,38.324
Taiwan,1973,84935180288,,23.981,,10595.958,158.784,,0,119.625,10.051,449.9815,4.504,2.2272,3.2283,18.6,15933851,6221933,28,67.5,72.5,24.42
China,2009,1.15725E+13,0.073,19605.02,3703.26,20281.068,25087.559,2444.37,187.726,4580.298,1883.614,139.4922,6.414,1.71048,1.7142,33.7,1339125600,249242940,10480,72.8,78.1,13.502
Belgium,1976,2.05207E+11,,104.504,,56231.352,520.598,,28.477,314.482,0.504,322.7933,12.176,1.82368,1.7269,33,9773540,2134451,156,68.9,75.4,12.252
Norway,2021,,0.794,9.79,139.58,105328.086,157.654,4.33,0,105.701,411.436,17.7599,7.757,0.24258,1.5034,39.3,5403021,916696,1216,81.6,84.9,9.979
Egypt,1994,2.86216E+11,,12.067,,6582.588,381.505,,0,253.938,31.723,63.0628,7.264,6.89937,3.9667,18.8,62775844,25132540,123,63.9,67.7,29.787
Zimbabwe,2021,,,,9.78,2635.154,,3.15,0,,,41.343,9.057,5.2148,3.4908,18.1,15993525,6540282,237,56.2,62,30.537
Guatemala,1978,39065976832,,,,,,,,,,62.0453,11.885,13.12374,6.2611,15.9,6648774,3044129,82,53.2,59,43.526
Tanzania,1996,29552889856,,,,485.137,,,,,,35.1554,14.346,15.25563,5.8481,16.1,31140730,14077068,81,49.1,52.4,42.504
Dominican Republic,1993,33455892480,,,,5201.967,,,,,,156.8188,5.694,5.53809,3.2258,19.5,7576083,2874105,4,65.8,71.2,29.25
Italy,1992,1.53192E+12,,141.861,257.67,33524.938,1770.387,,0,1150.392,134.942,192.0202,9.614,0.94883,1.2978,36.8,56833184,8685753,2780,74,80.7,9.973
Botswana,1969,482089792,,,,,,,,,,1.0353,13.375,12.68088,6.6386,14.1,586748,292601,1,51.9,57.2,45.633
Belgium,2005,3.8085E+11,0,59.866,90.4,71894.961,618.787,21.49,130.778,389.986,6.553,347.3472,9.86,0.4776,1.7598,39.1,10516979,1804752,1192,76.1,81.9,11.421
Kiribati,1987,,,,,1078.871,,,,,,96.3444,10.143,10.23059,4.8223,18.9,69966,27681,0,57.8,61,37.776
Romania,2021,,1.199,47.127,61.33,20035.705,284.974,15.13,28.334,122.158,73.953,84.0095,16.253,0.66375,1.748,41.9,19328558,3097745,752,70.6,77.9,10.105
Falkland Islands,2002,,,,0.01,44560.195,,0.01,,,,0.259,7.843,2.15911,1.4116,34.7,3171,526,0,71.5,75.5,12.239
China,1953,6.72668E+11,,,,,,,,,,60.1436,21.228,18.99897,6.042,21.3,577378700,212066960,681,44.5,47.8,41.844
Netherlands,1985,3.53025E+11,,73.889,,56686.754,810.368,,11.063,353.146,1.417,431.104,8.462,0.97505,1.5124,32.1,14515705,2823670,612,73.1,79.6,12.279
French Guiana,2015,,,,0,0,,0,,,,3.1268,3.637,1.05124,3.4762,23.7,257033,86572,1,74.1,79.6,25.859
Togo,1997,5606767104,,,,705.962,,,,,,84.4374,12.306,13.07347,5.4409,16.8,4592557,2006932,2,52.9,55.5,38.847
Mali,1993,10249530368,,,,284.015,,,,,,7.791,18.282,22.01759,7.1233,15.2,9506515,4475087,0,47.1,48.3,46.423
Bahrain,2014,53661769728,,,25.63,153929.594,,12.71,0,,,1674.501,2.028,0.7855,2.1583,29.8,1311142,265380,3,78.2,80.8,15.953
Norway,1982,99335069696,,10.938,,96107.789,121.959,,0,100.112,273.519,13.5259,10.079,1.01124,1.7067,32.9,4114936,877715,180,72.6,79.5,12.435
Brazil,1998,1.61366E+12,3.855,140.04,,13032.864,1248.093,,9.264,1042.421,971.782,20.4639,6.429,3.95338,2.4087,23.7,171039800,52979708,522,66.1,72.4,21.06
Guinea-Bissau,2008,1837842560,,,0.03,898.468,,0.02,,,,52.9314,12.15,12.73529,5.2735,16.9,1488437,651346,9,52.5,56.7,40.003
Luxembourg,2003,23425226752,0,0.658,6.55,101260.219,45.285,1.31,0,32.067,0.419,174.267,9.034,0.6457,1.6216,36.8,451351,84813,23,74.8,80.6,11.699
Niger,1982,7865084416,,,,430.65,,,,,,5.1823,25.281,32.70764,7.8616,15.2,6564456,3097492,0,40.1,40.4,57.081
Togo,1983,3533698048,,,,869.193,,,,,,57.4855,14.158,16.79315,6.6959,15.9,3126633,1434591,0,51.1,54.2,44.667
Brazil,1974,6.81264E+11,0.442,31.312,,7133.958,557.328,,0,522.154,200.065,12.7023,9.954,11.95624,4.5016,18,106167380,43529620,77,56.5,61.4,33.619
Kiribati,1988,,,,,1055.155,,,,,,98.7328,9.843,9.87553,4.7541,19,71700,28594,0,58.3,61.5,37.42
Rwanda,1984,9308494848,,,,528.904,,,,,,250.1747,14.982,16.62785,7.8725,15.1,6056736,2878402,5,50.1,53.2,50.643
Japan,1962,7.29663E+11,,,,,,,,,,255.4717,7.641,3.37479,1.9977,25.6,96267890,27212584,363,66.2,71.1,17.443
United Kingdom,1964,8.23417E+11,,,,,,,,,,221.8888,11.287,2.41969,2.9809,34.1,53861504,12534839,775,68.4,74.6,18.846
Pakistan,2014,9.8158E+11,,54.997,107.78,3725.951,674.59,38.85,12.14,269.726,89.205,270.1479,7.274,7.84552,4.005,19.3,208251630,80268200,27,63.1,67.7,30.462
Low-income countries,1959,,,,,,,,,,,9.4782,23.977,28.36842,6.4658,17.5,139215520,59335910,114,38.6,41.7,47.368
New Zealand,1987,74219986944,,12.15,,50990.121,97.222,,0,44.817,71.017,12.4553,8.312,1.2399,2.03,29.1,3299449,785439,169,71.3,77.1,16.691
Colombia,1982,1.86379E+11,0,30.008,,7262.792,153.241,,0,90.201,45.798,24.3886,5.96,5.15522,3.632,18.5,27405200,10700271,55,64.8,70.4,30.548
Guatemala,2001,70380544000,,,5.59,4133.946,,2.31,,,,112.0679,6.013,5.00493,4.5021,16.9,12009197,5208506,109,64.5,71.6,34.143
Chile,2005,2.7623E+11,,32.07,52.77,22090.879,278.36,16.56,0,155.212,78.967,21.4825,5.301,0.92634,1.8035,29.9,16175315,3887557,78,74.9,81.1,14.169
Kenya,2015,1.46193E+11,,,9.88,1911.903,,1.28,,,,80.6772,7.361,4.78529,3.8,17.9,46851496,19475584,2879,59.7,64.1,30.957
Brunei,1990,,,,,78462.109,,,0,,,45.4341,3.87,1.27795,3.2903,21.5,261936,94302,0,70,73.8,28.466
Sri Lanka,2011,1.81536E+11,,3.479,11.19,3623.197,,4.77,0,59.077,13.023,332.6647,7.371,1.10671,2.2055,29.5,20859746,5303244,581,69.3,77.8,17.512
Lithuania,2009,56833646592,0.665,1.957,11.44,28308.246,58.401,1.71,29.084,31.072,2.549,50.7893,13.596,0.68989,1.499,39.5,3180482,478777,482,67.6,78.7,10.081
India,1974,7.96992E+11,,520.856,,1482.623,800.703,,5.104,271.543,98.181,205.0733,15.786,19.90354,5.3248,18.5,609721900,246929630,789,50.9,49.5,38.629
North Macedonia,2010,22959144960,0.015,15.057,8.68,16308.639,27.395,4,0,11.229,6.753,84.0456,8.981,1.00616,1.5486,34.5,2093828,386429,27,72.8,77.5,11.737
Saint Pierre and Miquelon,2009,,,,0.04,58939.277,,0.03,,,,26.3217,10.074,1.0969,1.782,40,6077,1084,0,72.8,81,9.807
Gabon,1963,2121780864,,,,,,,,,,2.067,19.671,20.25006,4.649,25.4,532603,173774,2,47,50,32.88
Argentina,2002,4.61203E+11,,4.586,86.99,17275.256,531.831,20.9,16.304,232.869,106.339,13.5701,7.518,1.98783,2.4929,27.1,37885024,10506597,1668,70.8,78.1,18.756
Mauritania,2016,12527539200,,,1.43,2687.668,,0.64,,,,3.9312,7.707,7.10342,4.7413,17,4051896,1764512,36,63.1,66.5,34.832
Cuba,2020,,,,18.6,9007.181,,12.11,0,,,105.8534,10.23,0.51112,1.5004,41.1,11300695,1792349,2364,75,80.2,9.344
Russia,1988,1.86813E+12,,2367.102,,69764.812,9359.675,,382.536,2972.012,475.849,8.944,10.492,2.92372,2.1454,31.6,146464380,33838944,6220,63.7,73.6,16.089
Qatar,2011,2.96602E+11,,,28.89,216384.266,,14.16,0,100.931,,155.72,1.188,0.91294,2.0402,30.2,1804175,255484,0,78,80.5,11.366
Barbados,1986,3200231936,,,,20597.217,,,,,,600.8605,9.109,2.11378,1.8045,26.5,258377,66257,3,70.1,74.9,16.732
Nigeria,1990,1.71278E+11,,,,2145.866,,,0,,,104.5426,18.631,21.0415,6.4588,16.4,95214260,42610840,70,44.6,47.6,43.791
Nigeria,1992,1.81866E+11,,,,2298.762,,,0,,,109.9971,18.805,20.93243,6.3906,16.5,100182050,44547364,76,44.1,47.3,43.655
Syria,1962,29254291456,,,,,,,,,,26.6452,14.843,15.42693,7.4405,16,4895005,2250874,21,54.3,55.9,46.362
Taiwan,2017,1.01392E+12,0.003,471.061,266.93,57079.031,1263.966,160.72,57.321,560.454,29.49,668.3147,7.078,0.46401,1.1259,39.1,23665028,3137987,5524,76.9,83.6,8.559
South Sudan,2021,,,,0.57,731.989,,0.39,0,,,19.052,11.05,9.95411,4.4692,16.1,10748278,4805951,1,53.4,56.5,29.107
Madagascar,1985,12997106688,,,,599.246,,,,,,17.7,15.969,17.7445,6.3531,15.5,10297741,4791731,5,48.4,50.9,44.026
Nepal,1969,12264907776,,,,,,,,,,83.1077,21.615,27.2454,5.9119,18.5,12231875,4964847,2,42.2,42.4,43.282
Cook Islands,1998,,,,,10760.266,,,,,,71.1125,6.83,2.00888,3.3885,22.5,17092,6063,0,66.9,72.4,25.645
Djibouti,2010,1885010176,,,0.36,3942.156,,0.25,,,,39.6549,9.11,7.67854,3.3903,20.8,919206,331930,1,58.3,62.3,26.118
Guam,2015,,,,1.65,51455.406,,1.13,,,,310.4954,5.958,1.35967,2.9217,29,167996,45164,23,73.1,80.5,19.15
Martinique,2021,,,,0,24369.199,,0,,,,347.9203,11.19,1.18522,1.9146,46.3,368799,59648,200,77.6,83.6,9.535
Guam,1988,,,,,24632.486,,,,,,245.9871,4.491,1.89582,3.0826,23.3,133094,40539,0,68.7,75.7,27.084
Haiti,1999,12289767424,,,,830.854,,,,,,297.7598,10.564,10.76463,4.4525,18.2,8208943,3341967,1,56.3,59.6,32.088
Cameroon,1993,21846622208,,,,1635.667,,,,,,26.7928,13.356,14.22571,6.1936,15.6,12486776,5798145,17,52.6,55.5,43.102
Myanmar,1986,54201446400,,,,698.706,,,0,,,57.5125,12.017,12.56381,4.0882,19.7,37572344,14243202,13,53.4,58.5,30.154
Tanzania,1966,10604614656,,,,,,,,,,13.5266,19.957,22.75613,6.7907,15.9,11981936,5499299,5,42.9,45.8,49.506
Seychelles,1980,411136000,,,,14380.289,,,,,,142.8654,8.761,3.03727,3.7893,18.7,65310,25191,0,61.4,70.3,28.056
Suriname,2004,,,,1.45,18010.424,,0.5,,,,3.2729,8.494,2.72741,2.7809,24.6,510588,155475,7,63.4,69.8,22.676
Cambodia,1983,10619108352,,,,241.7,,,,,,38.0145,16.131,14.73679,6.2964,17.4,6881965,2870534,3,44.9,53.7,50.975
Northern Mariana Islands,2005,,,,,0,,,,,,151.0405,2.275,0.65173,2.5819,28.5,69045,22573,0,75.2,79.1,22.419
Afghanistan,1971,15770513408,,,,,,,,,,16.9658,26.364,29.61983,7.432,16.9,11015853,4848646,1,37.2,38.8,51.163
Belarus,2017,1.72988E+11,0.074,9.792,35.05,28623.031,275.749,15.64,0,83.869,2.119,47.8433,13.146,0.36185,1.5503,39.2,9707874,1620935,661,69.5,79.1,10.755
Angola,1997,17972224000,,,,1850.846,,,0,,,11.9284,18.367,21.71046,6.7885,15.5,14871148,6961353,73,44.3,48.3,48.412
Maldives,2019,,,,0.64,18567.896,,0.43,,,,1681.693,2.858,0.70074,1.7365,29.3,504518,110347,33,79.3,81.2,15.001
Egypt,1979,1.26909E+11,,7.952,,4364.79,157.672,,0,138.939,28.41,42.8273,13.411,17.78612,5.7015,18.1,42632456,17582912,17,53.7,57.9,40.779
Cayman Islands,1998,,,,,38631.781,,,,,,153.305,6.16,1.40332,1.5754,31.3,36969,7370,0,69.5,76.1,15.092
Zimbabwe,2009,16275763200,,,8.39,3254.282,,1.45,0,,,32.7771,14.804,9.29003,3.9447,17.2,12679812,5441255,134,46.6,49.4,36.749
Suriname,1997,,,,,22148.383,,,,,,2.9031,7.077,3.47962,2.9904,22,452895,159735,7,62.8,68.7,25.908
Denmark,1977,1.18865E+11,,38.13,,46360.664,,,0,197.982,0.077,120.1726,9.935,1.05339,1.6635,32.3,5094605,1129516,122,71.7,77.7,12.196
Peru,2016,3.62594E+11,1.517,10.047,49.83,9602.029,225.294,13.73,0,130.314,73.644,24.3208,6.318,1.50287,2.3057,26.9,31132776,8763515,1173,73.7,78,18.5
Niger,1974,5850713088,,,,,,,,,,4.1025,28.157,34.58428,7.5394,14.9,5196585,2489356,0,35.2,36.7,55.627
Argentina,1951,1.41645E+11,,,,,,,,,,6.2163,9.566,8.658911,3.1614,24.5,17354614,5403397,98,59.2,64.5,25.906
Falkland Islands,2007,,,,0.02,59577.652,,0.01,,,,0.2641,6.853,1.42409,1.4718,36.3,3235,560,0,74.7,78.7,11.711
Zambia,1966,6385302016,,,,,,,,,,5.0817,16.14,18.89784,7.3039,15.2,3777687,1792239,6,49.5,51.9,49.747
Cuba,1986,51678724096,,,,14268.729,,,,,,95.8755,6.484,1.64516,1.7604,25.2,10235476,2568932,409,71.9,75.8,16.749
Western Sahara,1985,,,,,5439.588,,,,,,0.5646,15.935,14.06217,5.316,20.2,150210,58844,2,44.3,55.6,45.251
Ukraine,2009,4.31074E+11,0,417.168,169.35,29011.01,1074.434,61.43,222.226,168.18,33.898,79.1685,15.382,1.13645,1.4698,38.2,45863884,6479775,1652,65.1,75.3,11.243
Czechia,1981,1.26726E+11,,445.371,,59921.703,610.131,,0,134.553,6.094,133.2051,12.675,1.71552,1.9998,32.2,10283841,2416604,92,67.2,74.4,13.916
Ireland,1955,18219999232,,,,,,,,,,42.2187,12.714,4.24469,3.3949,29.3,2886375,847670,39,66.5,69.6,21.447
Bermuda,2010,,,,0,51318.156,,0,,,,1174.944,6.751,0.25729,1.74,39.9,63466,10300,3,75.9,85.3,11.88
New Zealand,1951,23756197888,,,,,,,,,,7.3692,9.655,3.42597,3.5991,28.3,1952129,577219,35,67,71.4,25.615
North Macedonia,2007,20864536576,0,16.918,8.99,15826.587,30.119,4.47,0,12.208,2.856,83.6306,9.246,1.32085,1.4612,33.5,2083494,410001,23,71.7,76.2,11.07
Hungary,2001,1.4192E+11,0,42.75,39.59,28261.502,247.049,14.81,39.822,79.735,0.773,112.4263,12.99,0.93222,1.3092,37.6,10177955,1679148,292,68.2,76.6,9.521
Seychelles,1982,376089984,,,,10335.843,,,,,,145.372,8.612,2.52381,3.0641,19.3,66453,24899,0,62.4,71.6,23.261
Taiwan,1990,3.19545E+11,0,125.66,,28396.725,471.779,,93.258,324.876,19.544,581.3661,5.073,0.83999,1.7739,26.2,20586176,5547994,171,71.6,76.9,16.34
Cambodia,2015,48358453248,,,5.81,2299.249,,1.77,,,,85.1632,5.81,3.1757,2.5497,24.2,15417527,4762926,48,67.6,72,22.343
Qatar,1970,5986595328,,,,97659.594,,,0,1.124,0,10.1853,6.596,6.56558,6.4816,22.6,118019,41982,0,65.3,68.2,47.523
Venezuela,1986,2.39957E+11,,2.315,,30303.463,466.851,,0,252.815,74.395,19.4893,4.776,3.49082,3.73,19,17860872,7010506,70,68.9,73.3,30.811
Cyprus,1989,9870456832,,0.756,,23549.455,,,0,17.556,0,84.155,8.714,1.12264,2.3709,28.6,777599,194027,16,71.4,75.6,19.105
