Country name,Year,GDP,biofuel_share_energy,coal_consumption,electricity_demand,energy_per_capita,fossil_fuel_consumption,greenhouse_gas_emissions,nuclear_consumption,oil_consumption,renewables_consumption,PopDensity,Death rate,Child mortality rate,Fertility rate: children per woman,Age Median,Population,Pop<15,Pop100+,Life ExpectancyM,Life ExpectancyF,Birth rate
Qatar,2019,,,0.412,47,208021.297,583.569,23.04,0,164.431,,242.2954,0.991,0.63062,1.8338,31.2,2807242,409562,2,80.1,82.6,10.743
Tanzania,1977,17009657856,,,,,,,,,,19.7049,16.325,18.69812,6.9868,15.7,17454628,8099364,17,47.9,51.9,49.337
Western Sahara,2015,,,,0,2171.494,,0,,,,1.849,6.067,3.74829,2.5209,28.7,491837,127686,16,67.7,71.3,19.399
South Africa,1957,75976884224,,,,,,,,,,12.5491,15.714,16.67174,6.1947,18.2,15320140,6455651,93,49.1,51.9,40.659
Syria,2019,,,,16.25,6154.949,,8.98,0,,,109.4021,5.033,2.22352,2.8353,19.7,20098252,7274855,75,68.2,75.6,18.883
Mexico,2009,1.54387E+12,0.05,119.746,244.56,19065.637,1991.019,116.65,28.142,1219.584,98.068,56.6796,5.533,1.98474,2.3641,24.6,111049420,33667836,12929,71.3,77,20.442
Mauritius,2018,27474712576,,,2.97,21929.627,,1.88,,,,638.119,8.32,1.53869,1.4055,35.6,1295386,233070,98,72,78,10.361
Low-income countries,1954,,,,,,,,,,,8.5428,25.613,30.94099,6.436,17.6,125475416,53227932,115,36.8,39.6,47.187
Guatemala,1950,9865907200,,,,,,,,,,28.9275,24.597,26.0839,6.8809,16.8,3099871,1359149,34,39.1,39.8,51.117
Oman,1972,5198972416,,,,24965.809,,,0,17.677,,2.2877,17.776,20.89699,7.4141,15.9,708057,326744,0,47.1,52.2,49.884
Oman,1978,6895599616,,,,18233.145,,,0,13.617,,2.9491,12.446,13.4225,7.9886,15.5,912754,426967,0,55.7,59.9,53.025
Barbados,1954,888075008,,,,,,,,,,523.9733,12.476,15.74735,4.3549,21.4,225315,83207,0,55.8,59.3,32.792
Luxembourg,1967,6052326912,,26.834,,117566.5,39.192,,0,12.358,0.259,129.5597,12.318,2.84385,2.2384,34.3,335567,75669,2,65.9,72.8,14.768
Hungary,1970,82851086336,,107.473,,20759.289,213.879,,0,70.054,0.26,113.9442,11.648,3.93089,1.9805,33.1,10315367,2148893,40,66.3,72.1,14.658
Greece,1965,61451243520,,24.504,,9282.632,,,0,52.273,2.369,65.1755,8.929,3.93678,2.3521,30.6,8526265,2186376,424,69.2,73.7,18.225
Lebanon,2012,1.01519E+11,,,15.87,17291.496,,10.19,,,,506.1913,4.134,0.93903,2.1692,27.8,5178338,1297978,58,76.7,80.3,17.899
Democratic Republic of Congo,1990,31745583104,,,,866.574,,,,,,15.8742,16.833,18.58379,6.7016,16.5,35987544,16073979,36,47.3,49.8,46.005
Portugal,1978,1.13476E+11,,4.978,,13054.335,,,0,87.352,32.709,104.1285,10.012,3.36847,2.4449,29.1,9578264,2556705,107,67.3,74.2,17.559
Philippines,1952,42409127936,,,,,,,,,,67.2262,13.983,14.11025,7.4324,16.2,20167868,9136474,46,52.7,55.9,48.679
Australia,1983,3.48354E+11,,336.556,,53366.375,783.714,,0,320.083,37.225,2.0024,7.166,1.17003,1.9275,29.2,15383079,3743558,516,72.1,78.8,15.769
Belize,1995,,,,,7869.031,,,,,,8.924,5.448,2.89409,3.9482,17.1,203572,86910,4,68,72,32.256
Tunisia,2020,,,,18.98,9290.702,,9.21,0,,,78.2457,6.752,1.66379,2.1145,31.4,12161720,3034358,257,71.8,79.3,16.628
Democratic Republic of Congo,1951,13762654208,,,,,,,,,,5.534,26.152,30.18205,5.9714,17.1,12545795,5450760,30,37.3,39.5,46.142
Guatemala,2021,,,,14.37,5712.118,,4.4,,,,164.3196,6.504,2.2902,2.3948,22.1,17608484,5798420,1131,66,72.7,21.12
Cuba,1967,28396969984,,,,,,,,,,78.598,7.513,6.04797,4.2942,21,8390964,3152912,18,65.5,69,32.362
Vietnam,1997,1.87681E+11,,51.679,,2207.749,133.449,,0,76.645,34.47,242.6816,5.817,3.54172,2.2899,21.6,76058600,25992636,1086,67.2,76.4,19.372
Indonesia,1953,1.25028E+11,,,,,,,,,,38.8334,20.567,28.20589,5.3106,18.5,74207990,29601248,101,40.3,42.5,42.397
Israel,2010,2.11431E+11,0.042,89.92,54.59,36229.891,264.898,40.4,0,123.848,0.61,338.6058,5.35,0.46687,3.0268,28.4,7328439,2036310,1083,79.8,83.6,22.01
China,1976,1.41371E+12,,2723.165,,4169.278,3744.146,,0,919.186,130.681,96.81,8.533,7.93806,3.235,19.4,929375940,375023140,109,59.7,64,23.551
Czechia,1987,1.39351E+11,,437.672,,63410.016,615.602,,30.364,121.374,7.289,133.4415,12.348,1.36483,1.9111,33.6,10302081,2366790,90,67.9,75.2,12.633
Indonesia,2003,1.30981E+12,0.058,269.087,117.39,6224.941,1343.931,69.55,0,679.262,44.73,116.739,7.223,4.54216,2.4279,24.6,223080130,65918240,501,65.6,69.2,20.874
Canada,2006,1.34943E+12,0.053,337.433,573.52,115946.312,2464.582,112.26,265.624,1256.413,1041.744,3.5775,7.03,0.59072,1.5878,37.9,32531864,5653722,4143,78.2,82.8,10.7
Ecuador,1974,35996917760,,,,3065.747,,,0,18.546,1.478,27.827,10.475,12.03091,5.5772,16.7,6911130,3034843,10,57.7,61.4,38.503
Bahrain,1967,1096433024,,,,,,,0,,,261.7063,8.528,10.38381,6.8284,16.4,204934,92973,0,60.2,62.1,41.252
Madagascar,1980,14601291776,,,,616.388,,,,,,15.3803,16.176,17.23435,6.7252,15.3,8948166,4224149,1,48.7,51.1,45.412
Algeria,1980,94481653760,,0.744,,9452.979,176.383,,0,66.202,0.76,7.8679,13.583,15.0672,6.9524,15.5,18739378,8696661,0,52,54.6,43.703
Kiribati,2014,,,,0.02,2120.318,,0.01,,,,158.3815,6.727,5.88605,3.5993,20.8,115002,41034,0,64,67.4,29.547
Tanzania,2006,65321259008,,,3.48,731.379,,1.16,,,,45.7913,10.522,8.8624,5.5631,16.4,40562056,18148260,195,55.6,58.2,41.747
Russia,2009,2.89751E+12,,1071.749,925.42,52542.598,6595.961,360.99,438.381,1546.319,487.848,8.7425,14.184,1.09593,1.5623,36.8,143163650,21511802,4906,63.3,75.3,12.482
Gabon,1978,5820811264,,,,,,,0,,,2.7637,14.599,12.67827,5.5681,20.5,712142,276347,6,54.9,58.5,38.026
Belarus,2013,1.77742E+11,0.091,9.764,35.97,30421.854,293.895,14.46,0,91.427,0.928,47.7608,13.659,0.45754,1.6816,38.5,9691143,1524673,561,67.7,78.1,12.544
Venezuela,1979,2.45975E+11,,1.912,,27565.557,365.546,,0,203.994,42.108,16.1368,5.406,4.59768,4.2985,17.6,14788520,6176308,36,66.3,71.1,33.741
Syria,2010,1.39183E+11,,,43.44,13451.906,,23.8,0,,,121.5914,3.701,1.88746,3.4038,20.8,22337558,8139837,47,71.4,76.7,28.675
Myanmar,1965,24513335296,,,,,,,,,,37.1763,17.762,20.88339,5.9936,18.9,24286880,9991571,23,45.6,49.4,40.107
Malaysia,1971,38820380672,0,0.477,,4685.328,46.349,,0,45.044,3.093,32.1186,6.88,5.30009,4.9095,16.4,10552565,4656338,1,62.3,65.1,33.11
Libya,2015,53558087680,,,35.27,29102.475,,20.68,0,,,3.6942,5.427,1.48099,2.7111,25.1,6192241,1953873,33,68.5,75.4,21.214
Burkina Faso,2002,15543233536,,,0.47,392.564,,0.21,,,,46.1706,14.837,17.21614,6.3388,15.6,12632278,5817299,2,49.8,52.7,44.463
World,2019,,0.689,43534.613,26515.59,21012.797,136105.719,11931.89,7071.782,53512.844,19985.84,59.5456,7.462,3.83157,2.4062,29.5,,2009205500,503572,70.2,75.4,17.771
High-income countries,1976,,0,10227.338,,52282.527,42848.75,,1088.943,24063.598,2979.695,26.2502,9.168,2.51963,2.0851,28.9,921850500,232971490,22594,68.6,75.3,15.999
Albania,2006,22124285952,,,5.65,10976.728,,0.18,,,,109.6207,6.477,1.86091,1.7242,29.7,3003391,737049,110,74.2,79.7,12.539
New Caledonia,2021,,,,3.36,70000.125,,2.05,0,,,15.744,6.063,1.23489,2.0252,33.2,287809,64706,46,75.4,83.1,14.417
Belize,2012,,,,0.71,9087.132,,0.16,,,,14.7768,4.457,1.76668,2.5554,21.7,337067,114323,1,70.7,76.1,22.43
Costa Rica,2008,52501716992,,,9.29,12241.504,,0.71,,,,88.1692,4.421,1.0982,2.021,27.3,4501921,1156431,90,76,81,16.899
Greece,1950,23091517440,,,,,,,,,,58.6233,9.354,5.63436,2.5419,24.6,7669097,2222936,236,64.6,68.2,20.018
Turkey,2011,1.40399E+12,0.014,394.01,230.19,18146.143,1185.431,107.14,0,373.021,160.539,96.3792,5.44,1.69461,2.1332,27.5,74173860,19493410,1633,71.8,78.1,17.638
Taiwan,1987,2.67741E+11,,105.215,,23409.428,357.793,,94.002,241.06,16.298,564.6973,4.754,0.83434,1.7357,24.6,19995934,5734673,166,71.5,76.5,16.374
Italy,1968,7.68995E+11,,110.741,,22407.145,1035.889,,7.309,821.854,136.786,177.924,10.112,3.65698,2.4922,31.7,52661070,12972028,440,68,73.7,17.745
Tajikistan,2007,18732054528,,,17.42,8899.638,,0.6,,,,50.2333,5.936,4.88752,3.3674,19.1,7188397,2711507,15,64.9,69.7,28.909
India,1964,6.20466E+11,,,,,,,,,,164.4898,18.761,23.00631,5.9794,18.7,489059300,202662750,402,46.8,45.5,41.721
Serbia,1991,68665327616,,,35.4,,,,,,,103.7903,10.931,2.76146,1.73,36,7964455,1541541,64,67.5,73.9,11.932
Mexico,1980,6.78622E+11,,27.038,,13386.325,853.725,,0,603.669,52.599,34.5567,7.573,7.15743,4.7756,16.3,67705180,30185988,1664,61.2,68.6,35.452
Greece,1964,56177340416,,,,,,,,,,65.2415,9.311,4.08693,2.3211,30,8534890,2200717,390,68.5,72.8,18.45
Angola,2007,87085293568,,,3.15,2719.06,,0.54,0,,,16.772,13.133,14.70575,6.3724,15.9,20909692,9565813,127,51.5,55.8,46.29
Mozambique,1957,13977537536,,,,,,,,,,8.2566,24.093,29.56996,6.182,18.5,6492819,2715294,12,38.9,41.1,46.479
Hong Kong,2005,2.56421E+11,,79.862,42.64,38935.48,270.09,26.44,0,165.109,,6311.988,5.815,0.32145,0.9567,37.8,6936872,1009004,1236,79,84.7,8.242
Fiji,2008,,,,0.88,7890.729,,0.21,,,,49.0821,7.141,2.38886,2.8589,23.5,896728,282408,5,65.2,68.9,23.614
Iraq,1983,99708346368,,,,7562.958,,,0,106.477,1.774,34.3303,9.698,6.54699,6.3887,15.5,14903738,6902661,15,53.2,68.2,39.366
Moldova,2003,14513543168,,,9.4,9629.671,,3.81,,,,124.5053,12.803,2.3358,1.4802,31.7,4093984,831825,187,63.8,71,11.903
High-income countries,2015,,0.827,11216.65,11169.271,58319.664,57021.266,4613.78,5196.753,27700.129,7174.781,34.6234,8.796,0.54839,1.6831,39.3,1215900900,204517710,298858,77.9,83.2,10.966
Spain,1950,97210105856,,,,,,,,,,55.8763,11.033,10.07662,2.4704,26.5,28069696,7436095,500,59.3,64.1,20.011
Cote d'Ivoire,1961,7832816128,,,,,,,,,,12.1017,26.332,30.9486,7.7203,17.5,3848343,1661058,39,37.2,40.3,54.706
Tanzania,1971,13026733056,,,,,,,,,,15.909,18.258,21.12388,6.9437,15.8,14092217,6496848,9,45,48.9,49.825
Mauritius,1980,6716996096,,,,4165.655,,,,,,470.3768,7.352,4.09489,2.7819,20.7,954876,322339,0,62.2,69.7,24.757
Guinea-Bissau,2021,,,,0.08,677.328,,0.06,,,,73.2831,8.716,7.42287,4.0055,18.3,2060730,835871,8,57.4,61.8,31.087
Burkina Faso,2019,,,,2.81,946.957,,1.06,,,,76.5776,8.75,8.85803,4.971,16.3,20951638,9373447,0,58.2,61.8,36.689
Cote d'Ivoire,1956,5894115328,,,,,,,,,,10.2235,29.496,35.0569,7.5969,17.4,3251080,1397670,20,33.8,37.1,54.912
Sudan,2006,,,,4.46,2052.445,,2.14,0,,,17.1853,8.705,8.914869,5.0441,17,30332970,12973229,3,57.7,63,36.495
Macao,1989,,,,,12561.806,,,,,,10541.75,4.639,1.4032,1.8135,27.1,337342,84738,3,74.7,79.1,20.938
Lower-middle-income countries,1979,,,697.792,,1732.766,2423.33,,6.809,1427.738,258.59,60.4083,13.315,16.11431,5.2158,18.4,1548905100,631709900,6502,53.5,55.6,37.849
Namibia,2009,16383498240,,,3.6,8711.895,,0.09,,,,2.5118,11.249,5.11003,3.6132,19.1,2067928,772658,36,52.6,58.4,30.114
Philippines,1980,1.9291E+11,,1.628,,3021.282,,,0,128.444,16.217,161.3985,8.279,7.94045,5.108,17.2,48419544,20752902,728,60.8,64.4,37.167
Turkey,2020,,0.064,472.367,304.83,21435.07,1459.645,125.62,0,525.179,343.804,109.323,6.378,0.95162,1.917,30.6,84135430,19949402,2215,72.8,79.1,15.033
Faroe Islands,2011,,,,0.26,63076.344,,0.11,,,,34.9354,10.452,0.76371,2.3292,37,48411,10459,5,76.5,80.1,12.324
Djibouti,2000,1258388224,,,0.18,4762.17,,0.13,,,,32.0118,10.831,10.13162,4.5777,19,742046,292422,0,55.1,58,33.233
Hong Kong,2019,,0.075,71.769,47.13,45990.859,344.213,24.04,0,241.283,0.54,6820.857,6.806,0.20166,1.0342,43.8,7496121,913646,4723,82.5,88.1,8.348
Nicaragua,1982,9999360000,,,,2721.383,,,,,,29.017,10.009,11.98311,5.7372,15.1,3491908,1656854,1,55.6,61.7,42.482
Pakistan,1982,1.83113E+11,,10.537,,2089.202,152.034,,0.577,70.188,30.88,113.9324,11.825,16.07402,6.674,17.5,87828200,37332092,866,57.4,59.8,44.567
Syria,1952,16260938752,,,,,,,,,,20.1568,24.667,26.47289,7.605,19.1,3703008,1495631,23,44.2,45.9,47.633
North Korea,1955,,,,,,,,,,,86.0416,13.329,14.69062,3.6735,17.2,10360274,4202535,0,48.6,51.8,34.225
Malawi,2008,14709903360,,,1.71,607.97,,0.14,,,,146.8972,12.96,9.418779,5.6045,15.7,13889420,6425916,1709,52.8,56.4,42.685
Nauru,1992,,,,,55160.246,,,,,,506.425,6.964,2.45903,3.9139,18.5,10152,4279,0,58.8,65.3,31.32
Portugal,1969,72313643008,,5.931,,7339.655,,,0,38.869,19.555,95.3215,11.468,6.92718,3.1161,28.4,8768163,2546877,97,63.1,69.6,21.761
Luxembourg,1971,7230460928,,28.873,,134056.188,45.7,,0,16.681,0.144,132.0349,12.901,2.84039,1.9467,34.3,341980,75079,1,65.7,72.9,12.797
Australia,1963,1.64835E+11,,,,,,,,,,1.4211,8.702,2.32141,3.3401,27.8,10917377,3264532,143,67.9,74.3,21.414
Cameroon,1998,27818774528,,,,1631.682,,,,,,30.7147,13.723,14.77066,5.6675,15.9,14314604,6531246,22,51,54.2,41.055
Bahamas,2014,,,,1.81,31772.066,,1.27,,,,72.6262,6.483,1.42673,1.6731,29.9,389137,92897,30,70,76.6,13.57
Sri Lanka,1979,41652559872,,0.02,,1553.778,,,0,18.468,4.323,234.1183,6.636,4.98207,3.7399,20.3,14680394,5339058,62,65.6,71.2,28.788
Belarus,2010,1.6624E+11,0.128,7.507,35.5,31470.039,305.462,16.2,0,90.671,0.786,47.9593,14.835,0.55934,1.4985,38.1,9731426,1452411,432,65.5,77,11.523
Mozambique,1971,27615576064,,,,,,,,,,10.9653,22.478,27.45715,6.7207,16.9,8622889,3815900,9,40.2,43.2,46.817
Honduras,2019,,,,10.84,5640.568,,4.21,,,,91.3034,4.315,1.70145,2.4268,22.7,9958832,3148144,32,70.5,75.4,21.628
Australia,2003,7.73869E+11,0,616.021,225.95,69082.789,1306.224,160.39,0,460.26,54.638,2.5642,6.715,0.58962,1.7676,35.1,19699004,3968854,1696,78,82.9,12.724
Azerbaijan,1980,44232130560,,,,,,,0,,,77.2225,9.77,11.11647,3.4969,19.9,6383063,2208941,9,57,64.9,27.671
Equatorial Guinea,1988,907104000,,,,747.352,,,0,,,15.3863,16.633,18.09175,5.9821,18.7,431597,177182,12,48.9,52.1,46.758
Cameroon,1950,5229722624,,,,,,,,,,9.2604,28.05,36.32403,5.5369,19.4,4315823,1690819,3,33.2,35.7,43.228
World,1971,,0.023,16965.777,,15734.389,55280.082,,311.287,28021.105,3729.843,28.9116,13.178,14.67007,4.6817,20.3,,1417150300,28733,53.6,58.2,32.797
Martinique,1996,,,,,19297.6,,,,,,393.4382,6.267,1.29764,1.9196,29.8,417051,106462,8,73.3,79.7,16.571
Oman,1981,8925583360,,,,16760.377,,,0,10.413,0,3.4754,9.924,10.10684,8.1246,15.5,1075632,505546,0,59.5,63.9,53.234
Bulgaria,1998,70098747392,0,96.249,37.8,30036.193,190.237,,47.951,57.887,9.158,75.9708,15.694,1.88803,1.1202,37.9,8234934,1360389,196,67.3,74.7,7.928
Colombia,2018,6.51901E+11,1.649,45.463,79.29,11332.247,392.416,12.77,0,219.654,166.003,43.8529,5.311,1.40874,1.7868,29.7,49276970,11244835,1190,73.8,79.7,14.841
Cyprus,1981,5950994944,,,,14342.979,,,0,9.856,0,74.369,9.15,1.8453,2.1537,27.2,687179,170006,7,69.6,74.4,18.728
Macao,1985,,,,,9138.74,,,,,,8990.641,5.562,1.73875,2.1006,26,287712,68687,2,73.2,77.6,23.436
Canada,2012,1.4798E+12,0.561,245.41,565.28,112586.703,2525.139,95.19,247.861,1285.495,1132.844,3.815,7.123,0.5478,1.6164,39.1,34691876,5663559,6226,79.6,83.8,10.938
Saint Pierre and Miquelon,1994,,,,,79126.555,,,,,,27.8609,9.129,1.64361,2.2401,32.3,6430,1355,0,68.8,78.2,17.962
South Korea,2007,1.44672E+12,0.04,693.764,402.78,57040.523,2348.815,187.66,387.842,1292.233,13.871,487.3574,5.122,0.48375,1.1932,34.8,48220600,8746831,2366,75.9,82.8,9.556
Upper-middle-income countries,1984,,0.167,9393.75,,14732.732,24154.152,,473.134,8783.666,1758.021,32.7995,7.729,5.95173,2.8736,21.7,1763327500,582824600,16129,63,68.9,23.97
Dominican Republic,1983,23843930112,,,,5118.8,,,,,,127.2425,7.808,8.41917,3.9471,17.5,6147216,2553556,41,61,65.3,33.087
Indonesia,1968,1.77944E+11,,0.965,,810.21,78.69,,0,71.299,9.736,57.1129,14.604,17.91476,5.5397,18.2,109138730,46243020,44,49.9,53.4,41.264
Israel,2012,2.26681E+11,0.045,102.469,58.59,37267.684,281.452,46.24,0,154.567,1.488,350.7881,5.475,0.44327,3.0485,28.6,7592099,2121734,1256,79.9,83.5,21.798
Cuba,2003,50659545088,,,14.91,9271.938,,9.72,0,,,104.9028,7.567,0.79123,1.589,33.7,11199215,2261259,1348,74.5,79.2,11.829
Cambodia,1997,17146214400,,,,702.978,,,,,,63.1456,10.467,12.00528,4.3914,16.5,11431578,5084388,10,54.7,58.6,31.65
Northern Mariana Islands,1987,,,,,0,,,,,,85.1718,3.377,1.02114,2.2834,22.4,38947,12331,0,69.7,72.9,25.142
Peru,1980,1.17522E+11,,1.651,,6108.406,85.851,,0,77.848,21,13.665,11.033,12.76455,5.0406,17.4,17492406,7429120,312,57.5,61.8,36.546
South Africa,1963,99827408896,,,,,,,,,,14.7789,13.446,13.94185,6.0767,17.7,18042222,7599962,105,51.7,55.9,40.028
American Samoa,2004,,,,0.18,40500.73,,0.13,,,,288.1275,4.419,1.22744,3.9248,20.7,57653,22175,0,69.7,74.6,27.576
Bolivia,1961,8975158272,,,,,,,,,,3.4937,22.637,28.0002,6.3354,18.5,3784750,1544488,29,41.5,45.3,44.259
Cuba,1987,50233470976,,,,13930.179,,,,,,96.732,6.557,1.5681,1.802,25.5,10326905,2503261,369,71.9,75.9,17.305
United Kingdom,1975,1.06156E+12,,831.603,,42445.047,2290.816,,86.085,1092.24,11.349,231.7979,11.769,1.80723,1.809,32.8,56266852,13138250,1778,69.5,75.7,12.415
United Kingdom,1959,6.8239E+11,,,,,,,,,,215.2156,11.6,2.66251,2.6159,34.5,52241650,12184098,581,67.9,73.6,16.91
Spain,1983,5.43628E+11,,208.014,,23971.16,802.957,,30.251,567.431,81.765,75.9818,7.886,1.28089,1.8,30.4,38169764,9321672,1226,73,79.1,12.732
Nepal,1983,16854464512,,,,195.146,,,,,,113.742,16.139,18.85527,5.555,18.4,16740666,6869988,2,49.6,49.2,40.114
Panama,2018,86035742720,,,10.33,31255.303,,1.41,,,,56.1529,5.013,1.83287,2.4406,28,4165258,1135932,532,74.8,81,18.814
Portugal,1995,1.91954E+11,,48.869,34.06,24196.691,,,0,166.347,27.991,109.2705,10.285,0.94634,1.4114,35.1,10051250,1781640,419,71.9,79.2,10.675
Canada,1960,2.54858E+11,,,,,,,,,,1.9695,7.783,3.23003,3.8957,25.5,17909358,6041366,272,68.2,74.2,26.358
Yemen,1999,73205063680,,,,2057.448,,,0,,,34.3098,8.306,9.95633,6.5113,14.1,18114552,9013911,2,60,63.9,41.105
Antigua and Barbuda,1995,,,,,29078.92,,,,,,155.45,7.416,1.59581,2.159,25.9,68417,19562,2,71,76.2,19.847
Libya,2017,85185675264,,,31.58,31206.035,,17.39,0,,,3.8052,5.284,1.34321,2.6262,25.4,6378267,1969864,38,69.6,75.7,19.898
Democratic Republic of Congo,2021,,,,11.23,410.887,,0.28,0,,,42.2991,9.7,7.85815,6.1564,15.6,95894120,44614744,74,57,61.5,42.049
Turkey,2006,1.12834E+12,0.02,304.334,174.51,15888.103,978.912,81.75,0,382.608,126.921,90.4379,5.33,2.43,2.2271,25.7,69601330,19729138,1609,70.6,77.1,18.899
High-income countries,1980,,0,11327.567,,53476.398,44483.062,,1779.031,23919.682,3339.346,27.1348,9.064,2.07793,1.9953,29.9,952917800,226615920,29761,69.4,76.3,15.612
Tuvalu,1982,,,,,0,,,,,,266.4333,9.876,5.88312,3.8132,20,8014,2801,0,58.2,64.1,33.503
Guatemala,2013,1.07345E+11,,,9.78,4409.617,,3.03,,,,143.9218,5.112,3.06615,3.151,19.6,15422663,5749395,365,68.6,74.9,26.336
Algeria,1952,20349999104,,,,,,,,,,3.9978,22.687,25.40567,7.2894,18.1,9521703,3937146,212,42.2,43.7,50.219
Japan,2002,4.2325E+12,0,1207.908,1103.08,48643.801,5021.025,471.4,880.207,3052.657,291.208,337.8281,8.239,0.40751,1.3186,41.4,127301740,17877684,28916,78.3,85.1,9.213
Mauritania,2017,12897399808,,,1.7,3923.376,,0.83,,,,4.0361,7.446,6.89367,4.6638,17.1,4160018,1801769,35,63.3,66.9,34.425
Bahrain,1985,2955779328,,,,137633.359,,,0,,,554.758,3.415,2.52576,4.2776,21.9,434387,147794,0,71.3,73.2,29.45
Peru,1981,1.22881E+11,,1.674,,6263.324,88.429,,0,79.46,23.887,14.0087,10.678,12.3136,4.9153,17.5,17932348,7574734,298,57.7,62.2,35.946
Slovakia,1992,51833806848,0,72.109,26.71,40314.297,176.66,,31.355,46.663,5.728,108.1291,10.083,1.43205,1.9317,30.7,5301897,1292151,46,67.1,75.9,14.09
Philippines,1999,3.10266E+11,0,39.391,,4002.267,251.926,,0,212.466,53.243,254.1635,5.684,3.8343,3.7881,19.8,76249064,28949578,798,67.5,71.1,29.318
Kuwait,1952,7656960000,,,,,,,,,,9.0912,15.704,21.29591,7,20.5,161998,61935,0,48.3,51.7,42.51
Liberia,2018,3936415744,,,0.32,1122.469,,0.22,,,,50.7619,8.793,8.23061,4.3356,17.6,4889396,2058880,1,59.5,62.2,32.706
United Arab Emirates,1952,2069254784,,,,,,,,,,1.1981,22.082,28.15681,6.872,16.7,85111,37342,0,39.4,45.7,45.566
Denmark,2014,2.49674E+11,1.297,29.858,35.04,35394.48,146.591,11.99,0,83.839,53.411,133.289,9.136,0.45651,1.6894,40.4,5650654,967872,1069,78.6,82.7,10.046
Japan,1954,3.65311E+11,,,,,,,,,,236.4314,8.337,6.28243,2.4834,22.4,89093016,29959084,216,62.5,66.6,20.253
Afghanistan,2005,25397688320,,,1.03,252.069,,0.25,,,,37.5964,9.941,10.86912,6.9047,14.2,24411196,12111730,46,57,59.7,45.263
Syria,1960,21842393088,,,,,,,,,,25.0978,16.314,17.004,7.485,16.6,4610717,2080191,21,52.8,54.4,47.008
Nepal,2012,62106288128,,,4.32,967.206,,0.09,,,,185.6944,6.961,4.15573,2.3872,20.7,27330696,9561349,39,65.7,69.2,22.335
Gibraltar,1981,,,,,,,,,,,2881.9,7.597,2.81245,2.7248,30.9,28840,6930,0,71.4,75.5,21.052
Bahamas,1996,,,,,46717.66,,,,,,56.9116,5.985,1.76501,2.3597,24.4,304944,94850,8,67.4,74,21.473
Namibia,2021,,,,3.76,8748.273,,0.1,,,,3.0732,10.709,3.85736,3.3025,21.3,2530150,916064,76,55.7,63,27.439
Kenya,1987,35990433792,,,,1390.55,,,,,,35.9585,8.849,9.59849,6.6819,13.9,20882096,10468597,4,58.4,61.6,46.191
New Caledonia,1992,,,,,41886.645,,,,,,10.1894,6.164,2.94842,2.9968,22.9,186281,59377,3,66.5,73.2,24.987
Qatar,2010,2.34399E+11,,,26.46,194843.922,,12.97,0,79.81,,147.8943,1.263,0.93436,2.0874,30,1713512,236757,0,77.4,80.5,10.803
Canada,1962,2.80744E+11,,,,,,,,,,2.0479,7.693,3.16397,3.7559,25.1,18622354,6316646,319,68.4,74.4,24.854
Bulgaria,2006,98526781440,0,81.75,37.74,31003.193,175.432,17.4,53.224,60.025,12.116,71.645,15.534,1.20438,1.4346,40.3,7766040,1053666,289,69.2,76.3,9.906
Qatar,2018,4.00649E+11,,0.467,45.19,202570.297,560.008,22.16,0,152.408,,238.7996,0.982,0.67161,1.8484,30.8,2766743,387189,1,80,82.5,10.598
Ghana,1955,11570982912,,,,,,,,,,25.8731,20.775,22.63641,6.7738,17.9,5887163,2474104,32,43.6,47.8,50.695
Moldova,2016,21399023616,,,5.85,11798.2,,3.83,,,,98.0817,13.54,1.54953,1.89,34.9,3225125,599520,106,65.5,74.5,14.761
Kuwait,2009,2.02081E+11,,0,50.03,124978.219,349.383,31.99,0,230.922,,156.8947,1.942,1.08545,2.3396,28.2,2795553,652933,5,75.9,79.6,21.494
Reunion,1990,,,,,10200.632,,,,,,263.5968,5.401,1.56422,2.5792,23.4,659000,206156,14,68.4,77.9,23.354
Djibouti,1998,1226205312,,,,10362.896,,,,,,29.9793,11.041,10.5186,4.7769,18.3,694931,281673,0,54.7,57.7,33.376
South Korea,1960,38358208512,,,,,,,,,,260.9334,12.663,11.19567,5.949,17.9,25817530,10820058,50,52,56.8,41.93
Czechia,2018,3.261E+11,0.733,186.013,72.95,46420.684,381.955,39.04,75.965,116.114,31.103,136.4532,10.691,0.31728,1.7071,41.5,10534598,1656679,631,76.1,81.9,10.624
Kuwait,2011,2.49782E+11,,0.157,54.04,128367.727,403.566,33.38,0,244.829,,176.4409,1.752,1.01567,2.1995,29.3,3143827,713606,6,76.8,80.6,20.949
Croatia,2013,77479518208,0.381,7.852,17.82,22296.646,70.368,3.38,0,35.978,25.705,77.087,12.18,0.46903,1.461,41.6,4308854,634539,410,74.6,81,9.423
Tonga,2001,,,,0.04,3823.292,,0.03,,,,158.7838,6.737,1.69169,4.0722,19.5,103224,39341,0,65.9,72.8,28.257
China,1963,7.05534E+11,,,,,,,,,,71.24,16.137,14.64805,7.513,19.4,683903550,278017020,317,49.4,53.6,48.988
Finland,1966,57128017920,,18.805,,28671.135,,,0,81.865,30.696,15.1525,9.486,1.85607,2.4018,27.7,4581791,1220520,10,66,73.2,16.928
Mongolia,1974,1882825984,,,,,,,,,,0.9266,14.525,15.56981,7.2675,16,1443134,658799,1,53.3,57.2,39.967
Qatar,1962,2479023616,,,,,,,,,,3.8946,10.253,11.1949,6.6703,19.1,45139,18292,0,58.7,62.4,48.623
